County,Population,Index Count,Index Rate,Violent Count,Violent Rate,Property Count,Property Rate,Cluster,Violent %,Property %
Levy County,25844.933333333334,1047.2,18.64217677811844,221.73333333333332,96.22656197183666,825.4666666666667,24.928177775644887,0,21.173924115100583,78.82607588489941
Lewis,27882.933333333334,334.9,1240.6166666666666,35.7,131.77666666666667,299.2,1108.84,0,10.659898477157363,89.34010152284264
Livingston,66399.33333333333,1429.9,2221.82,92.06666666666666,143.23333333333332,1337.8333333333333,2078.58,2,6.43867869547987,93.56132130452012
Madison,73281.06666666667,1390.7,1962.7366666666667,81.73333333333333,115.42,1308.9666666666667,1847.2966666666666,2,5.877136214376453,94.12286378562355
Madison County,13241.5,472.26666666666665,21.913937932680653,81.7,128.89922879310643,390.56666666666666,28.030071511191007,0,17.299548277809148,82.70045172219086
Manatee County,309408.5333333333,15097.5,23.40091819042144,1909.4,173.5145335400227,13188.1,27.275191219781334,0,12.647127007782746,87.35287299221726
Marion County,299288.36666666664,11188.666666666666,29.386197750754135,1610.0333333333333,204.27796580322965,9578.633333333333,34.45213514423707,0,14.389858785675983,85.61014121432402
Martin County,128359.93333333333,4201.966666666666,32.860712654696925,358.6666666666667,368.4089004394701,3843.3,36.375848071025636,0,8.535685670995328,91.46431432900468
Miami-Dade County,2441665.7666666666,174780.9,16.58517540781413,16603.5,172.88568917307435,158177.4,18.371650663891863,1,9.499607794673217,90.50039220532679
Monroe,758586.8,30225.5,4130.123333333333,2731.3,372.43333333333334,27494.2,3757.673333333333,2,9.036409654100016,90.96359034589999
Monroe County,79336.66666666667,4805.333333333333,20.79803890067664,411.1,220.62310594921877,4394.233333333334,23.30123305802266,0,8.555077691453942,91.44492230854607
Montgomery,51928.86666666667,1017.0666666666667,2019.0866666666666,86.2,172.05333333333334,930.8666666666667,1847.0366666666666,2,8.47535395909806,91.52464604090194
Montgomery County,951596.5666666667,26618.5,40.42070999523039,2137.4,470.98076293685733,24481.1,44.369778297336055,3,8.029753742697748,91.97024625730225
Nassau,1377636.0,25101.833333333332,1894.3133333333333,2610.866666666667,196.57000000000002,22490.966666666667,1697.7366666666667,3,10.401099521283307,89.5989004787167
Nassau County,60073.96666666667,1783.7,34.83167043454844,343.3666666666667,309.0548715509873,1440.3333333333333,41.914386032312606,0,19.250247612640393,80.74975238735959
New York,1629779.9541000002,86960.63333333333,5631.62,16900.066666666666,1096.6633333333334,70060.56666666667,4534.953333333334,1,19.43415775490749,80.56584224509251
Niagara,224284.36666666667,7764.533333333334,3563.9733333333334,864.2333333333333,397.6433333333333,6900.3,3166.3233333333333,2,11.130525122780506,88.86947487721949
Okaloosa County,187081.3,5771.166666666667,34.01732521516384,571.0333333333333,350.82131357785977,5200.133333333333,37.96274234299286,0,9.894590926155889,90.1054090738441
Okeechobee County,32216.7,1312.2,21.68492735422439,186.83333333333334,162.4684832712728,1125.3666666666666,25.296790038714246,0,14.238175074937764,85.76182492506223
Oneida,245482.93333333332,6822.9,2859.2833333333333,622.5,262.63666666666666,6200.4,2596.6366666666668,2,9.12368640900497,90.87631359099503
Onondaga,480021.9,16040.1,3446.036666666667,1780.6666666666667,383.38,14259.433333333332,3062.65,2,11.101343923458499,88.8986560765415
Ontario,106922.4,2142.6666666666665,2087.6066666666666,127.4,122.78333333333333,2015.2666666666667,1964.8233333333333,2,5.945861854387057,94.05413814561295
Orange,366204.26666666666,8850.7,2538.3799999999997,1054.8666666666666,302.6666666666667,7795.833333333333,2235.7033333333334,2,11.918454660836616,88.08154533916337
Orange County,1055956.6333333333,64329.566666666666,17.67536423879405,7032.766666666666,159.00496496570307,57296.8,19.926374386632865,3,10.932401741656376,89.06759825834362
Orleans,44476.23333333333,899.8666666666667,2091.476666666667,89.6,208.35,810.2666666666667,1883.13,2,9.95703067121055,90.04296932878944
Osecola County,236721.16666666666,10433.066666666668,24.126694443064537,1056.7666666666667,228.5559908212629,9376.3,27.066628193939106,0,10.129012882118392,89.8709871178816
Oswego,126463.53333333334,2926.0,2385.6233333333334,167.63333333333333,137.54333333333335,2758.366666666667,2248.06,2,5.729095465937571,94.27090453406242
Otsego,63403.933333333334,1126.7333333333333,1833.0133333333333,107.9,175.56666666666666,1018.8333333333334,1657.4633333333334,2,9.57635642861369,90.42364357138631
Palm Beach County,1235963.9,66547.66666666667,21.337959031716505,5876.2,229.42075176481302,60671.46666666667,23.576190255742528,3,8.830061660063212,91.16993833993678
Pasco County,413282.3,14326.966666666667,31.07140528348727,1309.8333333333333,328.70140423098763,13017.133333333333,34.62459776243789,0,9.142433034208217,90.85756696579178
Pinellas County,951740.2666666667,48873.066666666666,21.7216112490567,5316.8,206.42147644174153,43556.26666666667,24.337180125981128,3,10.878793500441962,89.12120649955804
Polk County,561796.9,26924.0,25.113001953190835,2281.866666666667,274.37621187403744,24642.133333333335,27.80072473759613,0,8.475214183132769,91.52478581686724
Prince George's County,859247.1,47586.36666666667,22.02195399708174,6895.8,153.43146678748502,40690.566666666666,25.73536772601335,3,14.491125259265432,85.50887474073457
Putnam,98700.53333333334,1100.2333333333333,1176.2866666666666,72.33333333333333,76.74666666666667,1027.9,1099.5633333333333,0,6.574363013906141,93.42563698609386
Putnam County,74140.36666666667,4212.3,21.32063835418633,617.7666666666667,164.44018515687728,3594.5333333333333,24.702559924029174,0,14.665780373351058,85.33421962664893
Queen Anne's County,44962.166666666664,971.2666666666667,51.59677796861308,115.26666666666667,437.7977751116048,856.0,59.25302374746865,0,11.867664218546228,88.13233578145378
Queens,2235690.5076666665,69444.16666666667,3348.92,15194.5,727.17,54249.666666666664,2621.7566666666667,1,21.88016752067008,78.11983247932992
Rensselaer,161715.2,4818.8,3082.74,493.2,315.27666666666664,4325.6,2767.46,2,10.234913256412383,89.76508674358762
Richmond,452832.26666666666,9789.133333333333,2346.9100000000003,1930.7333333333333,458.7366666666667,7858.4,1888.1666666666667,2,19.723230520917753,80.27676947908225
Rockland,306637.3333333333,5638.366666666667,1949.7666666666667,582.9666666666667,200.4,5055.4,1749.37,2,10.339282652777696,89.6607173472223
Santa Rosa County,129646.16666666667,3102.6,48.63556009213194,340.26666666666665,459.7264760579491,2762.3333333333335,54.68986873775652,0,10.967145834676293,89.03285416532371
Sarasota County,356514.26666666666,13908.633333333333,28.874236527708028,1076.9666666666667,357.39470556930013,12831.666666666666,31.465474667883562,0,7.743152334641075,92.25684766535892
Saratoga,216206.06666666668,3403.9333333333334,1662.12,292.76666666666665,144.76000000000002,3111.1666666666665,1517.3600000000001,2,8.60083432891361,91.39916567108638
Schenectady,156096.46666666667,5599.966666666666,3712.46,650.0333333333333,430.1566666666667,4949.933333333333,3282.286666666667,2,11.607807189328508,88.3921928106715
Schoharie,33073.6,717.9,2254.5533333333337,62.96666666666667,198.85666666666668,654.9333333333333,2055.6966666666667,2,8.77095231462135,91.22904768537865
Schuyler,19444.9,301.6,1589.8066666666666,21.166666666666668,112.02333333333333,280.43333333333334,1477.79,2,7.018125552608311,92.98187444739169
Seminole County,400286.73333333334,13935.2,31.56591642931828,1339.2,323.9563317796138,12596.0,35.135403791071916,0,9.61019576324703,90.38980423675297
Seneca,35210.6,675.0333333333333,1983.6033333333332,51.0,149.55,624.0333333333333,1834.05,2,7.555182460125426,92.44481753987456
Somerset County,26091.133333333335,749.9,38.754211342622625,113.7,253.03079845021162,636.2,46.17076643398825,0,15.162021602880385,84.83797839711963
St Lawrence,115628.43333333333,2601.3333333333335,2314.5566666666664,187.16666666666666,166.89666666666665,2414.1666666666665,2147.64,2,7.19502819067145,92.80497180932853
St. Johns County,158837.06666666668,4557.966666666666,37.365305280404996,505.96666666666664,340.8676169327617,4052.0,42.06131263383824,0,11.100710111965132,88.89928988803489
St. Lucie County,245537.6,9298.066666666668,30.73279652015351,1031.3666666666666,272.1958421134566,8266.7,34.76906877144858,0,11.092270077650548,88.90772992234945
St. Mary's County,99134.23333333334,2515.4666666666667,41.51406919008467,317.76666666666665,340.11221773174475,2197.7,47.54767104553384,0,12.63251351637867,87.36748648362132
Steuben,101774.86666666667,2140.1666666666665,2162.616666666667,179.4,181.94666666666666,1960.7666666666667,1980.6533333333332,2,8.38252472548867,91.61747527451134
Suffolk,1485485.8,37676.6,2666.266666666667,2726.866666666667,191.73999999999998,34949.73333333333,2474.523333333333,3,7.237560360188199,92.7624396398118
Sullivan,76200.33333333333,2144.2,2936.7466666666664,267.53333333333336,366.05,1876.6666666666667,2570.6966666666663,2,12.47706992506918,87.52293007493083
Sumter County,73608.16666666667,1280.1666666666667,55.74943345462662,214.33333333333334,346.37365731046486,1065.8333333333333,66.84716971418885,0,16.74261163910949,83.25738836089049
Suwannee County,32111.466666666667,927.2666666666667,32.462167604914434,129.76666666666668,233.92649950862378,797.5,38.559130123753626,0,13.994535911999426,86.00546408800056
Talbot County,36147.36666666667,1022.3666666666667,39.11416741846468,118.56666666666666,355.12905203802774,903.8,44.48448383525655,0,11.597274298196995,88.40272570180299
Taylor County,15287.566666666668,570.7,21.50700512147213,132.6,89.50727875718135,438.1,29.54051106989335,0,23.234624145785872,76.76537585421413
Tioga,52986.3,680.9333333333333,1318.6533333333332,62.7,121.28,618.2333333333333,1197.37,0,9.207949872723715,90.7920501272763
Tompkins,103114.2,3031.5666666666666,3068.0266666666666,144.5,145.34,2887.0666666666666,2922.71,2,4.766512364344068,95.23348763565593
Ulster,181959.93333333332,3997.233333333333,2284.063333333333,450.43333333333334,257.38666666666666,3546.8,2026.6866666666667,2,11.268627467331571,88.73137253266844
Union County,5665.833333333333,68.86666666666666,37.41098879712461,15.0,227.38804164621806,53.86666666666667,48.12112241893051,0,21.781219748305908,78.2187802516941
Volusia County,483235.5333333333,21544.7,24.515061549023866,2207.1,234.3586260316204,19337.6,27.462363852771055,0,10.244282816655604,89.75571718334439
Wakulla County,14382.066666666668,349.3,24.423815792653468,49.8,187.68469396999834,299.5,28.73698486464352,0,14.257085599770969,85.74291440022903
Walton County,40911.96666666667,984.6333333333333,34.8763416643621,122.93333333333334,290.6344839596239,861.7,39.87341228644831,0,12.485189072074206,87.51481092792581
Warren,65644.66666666667,1759.0333333333333,2796.0033333333336,149.16666666666666,239.01000000000002,1609.8666666666666,2556.9700000000003,2,8.48003638361979,91.51996361638021
Washington,63663.36666666667,1002.0666666666667,1630.62,138.73333333333332,226.27,863.3333333333334,1404.3566666666666,2,13.844720910119085,86.1552790898809
Washington County,153020.86666666667,3683.733333333333,78.6845935154165,495.1666666666667,617.5640691958741,3188.5666666666666,91.53840614932712,0,13.441979151585349,86.55802084841466
Wayne,95343.46666666666,2114.233333333333,2291.8166666666666,165.66666666666666,180.11666666666667,1948.5666666666666,2111.6866666666665,2,7.835779715263216,92.16422028473679
Westchester,964251.6333333333,21240.1,2312.8233333333333,2786.2,301.49666666666667,18453.9,2011.3433333333335,2,13.11764068907397,86.88235931092605
Wicomico County,93024.43333333333,4497.733333333334,22.57668142722754,711.6666666666666,146.63413346589212,3786.0666666666666,26.86695018232241,0,15.822784810126581,84.17721518987341
Worcester County,47990.63333333333,2587.4,20.2418115580373,285.26666666666665,199.15622337977928,2302.133333333333,22.735463225276337,0,11.025224807399962,88.97477519260003
Wyoming,43879.666666666664,805.7,1873.46,95.43333333333334,222.52666666666667,710.2666666666667,1650.9266666666667,2,11.844772661453808,88.15522733854618
Yates,25254.1,409.76666666666665,1689.1966666666667,29.033333333333335,120.45,380.73333333333335,1568.7633333333333,2,7.085333116407712,92.9146668835923
