County-Year,Population,Index Count,Index Rate,Violent Count,Violent Rate,Property Count,Property Rate,State,Cluster,Violent %,Property %
Holmes County-2007.0,19464.0,270.0,72.08888888888889,45.0,432.53333333333336,225.0,86.50666666666666,FL,0,16.666666666666664,83.33333333333334
Indian River County-2007.0,139757.0,4489.0,31.13321452439296,347.0,402.7579250720461,4142.0,33.74142926122646,FL,0,7.730006683002896,92.2699933169971
Jackson County-2007.0,50416.0,1357.0,37.15254237288136,294.0,171.48299319727892,1063.0,47.4280338664158,FL,0,21.665438467207075,78.33456153279292
Jefferson County-2007.0,14494.0,308.0,47.05844155844156,134.0,108.1641791044776,174.0,83.29885057471265,FL,0,43.506493506493506,56.493506493506494
Lake County-2007.0,286499.0,9228.0,31.046705678370177,1246.0,229.93499197431785,7982.0,35.893134552743675,FL,0,13.502384048547897,86.4976159514521
Lee County-2007.0,615741.0,25804.0,23.86223066191288,2194.0,280.6476754785779,23610.0,26.079669631512072,FL,0,8.502557742985584,91.49744225701441
Leon County-2007.0,272896.0,13145.0,20.76044123240776,1504.0,181.4468085106383,11641.0,23.44265956532944,FL,0,11.441612780524913,88.5583872194751
Manatee County-2007.0,320968.0,17547.0,18.291901749586824,2299.0,139.61200521966072,15248.0,21.04984260230849,FL,0,13.10195475009973,86.89804524990026
Marion County-2007.0,325023.0,11025.0,29.48054421768708,1746.0,186.1529209621993,9279.0,35.02780472033624,FL,0,15.836734693877553,84.16326530612245
Martin County-2007.0,143737.0,4696.0,30.608390119250423,409.0,351.43520782396087,4287.0,33.52857476090506,FL,0,8.70954003407155,91.29045996592845
Monroe County-2007.0,78987.0,4036.0,19.570614469772053,365.0,216.4027397260274,3671.0,21.51648052301825,FL,0,9.043607532210109,90.9563924677899
Nassau County-2007.0,69569.0,2675.0,26.00710280373832,977.0,71.20675537359263,1698.0,40.97114252061249,FL,0,36.52336448598131,63.47663551401869
Okaloosa County-2007.0,196540.0,6367.0,30.868540914088268,553.0,355.40687160940325,5814.0,33.80460956312349,FL,0,8.685409140882676,91.31459085911733
Okeechobee County-2007.0,39030.0,1277.0,30.56382145653876,228.0,171.18421052631578,1049.0,37.20686367969495,FL,0,17.854346123727485,82.14565387627252
Orange County-2007.0,1105603.0,70404.0,15.703695812737912,7689.0,143.79021979451164,62715.0,17.629004225464403,FL,3,10.921254474177603,89.0787455258224
Osecola County-2007.0,266123.0,12175.0,21.858151950718685,1163.0,228.8245915735168,11012.0,24.16663639665819,FL,0,9.552361396303901,90.4476386036961
Palm Beach County-2007.0,1295033.0,65013.0,19.919600695245567,6031.0,214.7293981097662,58982.0,21.95641043030077,FL,3,9.276606217218095,90.7233937827819
Pasco County-2007.0,434425.0,17593.0,24.693059739669188,1540.0,282.09415584415586,16053.0,27.06191989036317,FL,0,8.753481498323197,91.2465185016768
Pinellas County-2007.0,944199.0,46308.0,20.38954392329619,5456.0,173.05700146627566,40852.0,23.112675022030743,FL,3,11.781981515072989,88.218018484927
Polk County-2007.0,581058.0,25183.0,23.07342254695628,2201.0,263.99727396637894,22982.0,25.28317813941345,FL,0,8.740023031410079,91.25997696858991
Putnam County-2007.0,74799.0,4483.0,16.685032344412225,685.0,109.1956204379562,3798.0,19.69431279620853,FL,0,15.279946464421146,84.72005353557886
St. Johns County-2007.0,173935.0,5774.0,30.12383096640111,578.0,300.92560553633217,5196.0,33.4747882986913,FL,0,10.010391409767925,89.98960859023207
St. Lucie County-2007.0,271961.0,9694.0,28.054569837012583,1203.0,226.06899418121364,8491.0,32.02932516782476,FL,0,12.409737982257067,87.59026201774293
Santa Rosa County-2007.0,142144.0,2480.0,57.31612903225806,293.0,485.1331058020478,2187.0,64.9949702789209,FL,0,11.814516129032258,88.18548387096774
Sarasota County-2007.0,382383.0,15955.0,23.96634283923535,1152.0,331.9296875,14803.0,25.83145308383436,FL,0,7.2203071137574435,92.77969288624256
Seminole County-2007.0,425698.0,12793.0,33.27585398264676,1036.0,410.9054054054054,11757.0,36.20804627030705,FL,0,8.098178691471897,91.9018213085281
Sumter County-2007.0,89771.0,1420.0,63.219014084507045,203.0,442.2216748768473,1217.0,73.76417419884963,FL,0,14.295774647887324,85.70422535211267
Suwannee County-2007.0,39608.0,1155.0,34.292640692640695,231.0,171.46320346320346,924.0,42.865800865800864,FL,0,20.0,80.0
Volusia County-2007.0,507938.0,21063.0,24.115178274699712,2100.0,241.8752380952381,18963.0,26.785740652850286,FL,0,9.970089730807578,90.02991026919243
Wakulla County-2007.0,29417.0,726.0,40.51928374655648,69.0,426.3333333333333,657.0,44.77473363774734,FL,0,9.50413223140496,90.49586776859503
Alachua County-2006.0,243779.0,13295.0,18.336141406543813,1810.0,134.6845303867403,11485.0,21.22585981715281,FL,0,13.614140654381346,86.38585934561866
Baker County-2006.0,25004.0,486.0,51.44855967078189,76.0,329.0,410.0,60.985365853658536,FL,0,15.637860082304528,84.36213991769547
Bay County-2006.0,165515.0,7771.0,21.299060609960108,1102.0,150.1950998185118,6669.0,24.81856350277403,FL,0,14.180929095354522,85.81907090464547
Brevard County-2006.0,543050.0,21802.0,24.908265296761765,2885.0,188.2322357019064,18917.0,28.706983136861023,FL,0,13.232730942115403,86.7672690578846
Broward County-2006.0,1753162.0,75061.0,23.356496716004315,6826.0,256.8359214767067,68235.0,25.69300212500916,FL,3,9.093936931295879,90.90606306870413
Charlotte County-2006.0,160315.0,6187.0,25.9115888152578,638.0,251.27742946708463,5549.0,28.890791133537576,FL,0,10.31194439954744,89.68805560045257
Citrus County-2006.0,136749.0,3243.0,42.16743755781684,365.0,374.654794520548,2878.0,47.51528839471855,FL,0,11.255010792476103,88.7449892075239
Clay County-2006.0,176901.0,5350.0,33.06560747663551,661.0,267.62632375189105,4689.0,37.72680742162508,FL,0,12.355140186915888,87.64485981308411
Collier County-2006.0,326658.0,7489.0,43.6183736146348,999.0,326.984984984985,6490.0,50.33251155624037,FL,0,13.339564694885834,86.66043530511416
Columbia County-2006.0,63538.0,2387.0,26.618349392542942,369.0,172.18970189701898,2018.0,31.485629335976213,FL,0,15.458734813573525,84.54126518642647
Miami-Dade County-2006.0,2437022.0,144822.0,16.827705735316457,15458.0,157.65441842411695,129364.0,18.8384867505643,FL,3,10.673792655811962,89.32620734418803
DeSoto County-2006.0,33164.0,1147.0,28.913687881429816,199.0,166.6532663316583,948.0,34.9831223628692,FL,0,17.349607672188316,82.65039232781169
Dixie County-2006.0,15677.0,540.0,29.03148148148148,65.0,241.1846153846154,475.0,33.00421052631579,FL,0,12.037037037037036,87.96296296296296
Duval County-2006.0,879235.0,53331.0,16.486377529016895,4518.0,194.60712704736608,48813.0,18.012312293856144,FL,3,8.471620633402711,91.52837936659729
Escambia County-2006.0,309647.0,15238.0,20.32071137944612,1754.0,176.5376282782212,13484.0,22.96403144467517,FL,0,11.510696941855887,88.4893030581441
Flagler County-2006.0,89151.0,2272.0,39.23899647887324,172.0,518.3197674418604,2100.0,42.45285714285714,FL,0,7.570422535211267,92.42957746478874
Gadsden County-2006.0,48195.0,1860.0,25.911290322580644,378.0,127.5,1482.0,32.520242914979754,FL,0,20.32258064516129,79.6774193548387
Glades County-2006.0,10796.0,349.0,30.93409742120344,53.0,203.6981132075472,296.0,36.472972972972975,FL,0,15.18624641833811,84.81375358166189
Hendry County-2006.0,38678.0,1518.0,25.47957839262187,228.0,169.640350877193,1290.0,29.982945736434107,FL,0,15.019762845849801,84.98023715415019
Hernando County-2006.0,157006.0,6212.0,25.27462974887315,621.0,252.82769726247983,5591.0,28.08191736719728,FL,0,9.996780424983902,90.0032195750161
Highlands County-2006.0,96672.0,3354.0,28.82289803220036,322.0,300.22360248447205,3032.0,31.883905013192614,FL,0,9.600477042337507,90.3995229576625
Hillsborough County-2006.0,1164425.0,61935.0,18.80075886009526,6587.0,176.77622589949902,55348.0,21.03824889788249,FL,3,10.635343505287802,89.36465649471221
Indian River County-2006.0,135262.0,4410.0,30.671655328798185,346.0,390.9306358381503,4064.0,33.28297244094488,FL,0,7.845804988662132,92.15419501133788
Jackson County-2006.0,50246.0,1180.0,42.58135593220339,248.0,202.6048387096774,932.0,53.912017167381975,FL,0,21.01694915254237,78.98305084745762
Lake County-2006.0,276783.0,9133.0,30.30581408080587,1353.0,204.56984478935692,7780.0,35.576221079691514,FL,0,14.814409285010402,85.1855907149896
Lee County-2006.0,585608.0,23060.0,25.394969644405897,2151.0,272.24918642491866,20909.0,28.00746090200392,FL,0,9.32784041630529,90.67215958369471
Leon County-2006.0,272497.0,12524.0,21.757984669434684,1525.0,178.68655737704918,10999.0,24.7747067915265,FL,0,12.176620887895242,87.82337911210476
Madison County-2006.0,19814.0,734.0,26.994550408719345,123.0,161.08943089430895,611.0,32.42880523731588,FL,0,16.7574931880109,83.2425068119891
Manatee County-2006.0,313392.0,18248.0,17.174046470846122,2443.0,128.28162095783873,15805.0,19.82866181588105,FL,0,13.387768522577817,86.61223147742218
Marion County-2006.0,315074.0,10261.0,30.70597407660072,1920.0,164.10104166666667,8341.0,37.77412780242177,FL,0,18.711626547120165,81.28837345287984
Martin County-2006.0,142645.0,4484.0,31.81199821587868,451.0,316.2860310421286,4033.0,35.36945202082817,FL,0,10.057983942908118,89.94201605709188
Monroe County-2006.0,80510.0,4087.0,19.6990457548324,339.0,237.49262536873155,3748.0,21.48078975453576,FL,0,8.294592610716906,91.7054073892831
Nassau County-2006.0,68188.0,2842.0,23.99296270232231,951.0,71.70136698212409,1891.0,36.05922792173453,FL,0,33.46235045742435,66.53764954257565
Okaloosa County-2006.0,192672.0,6015.0,32.03192019950124,570.0,338.0210526315789,5445.0,35.385123966942146,FL,0,9.476309226932669,90.52369077306733
Okeechobee County-2006.0,38666.0,1528.0,25.304973821989527,262.0,147.5801526717557,1266.0,30.541864139020536,FL,0,17.146596858638745,82.85340314136126
Orange County-2006.0,1079524.0,68223.0,15.823461296043856,8132.0,132.75012297097885,60091.0,17.96482002296517,FL,3,11.91973381410961,88.0802661858904
Osecola County-2006.0,255903.0,10774.0,23.75190272879153,1057.0,242.1031220435194,9717.0,26.33559740660698,FL,0,9.810655281232597,90.1893447187674
Palm Beach County-2006.0,1287987.0,63658.0,20.23291652266801,6252.0,206.0119961612284,57406.0,22.436452635613,FL,3,9.821232209620158,90.17876779037984
Pasco County-2006.0,424355.0,17053.0,24.88447780449188,1449.0,292.8605935127674,15604.0,27.19527044347604,FL,0,8.497038644226821,91.50296135577318
Pinellas County-2006.0,948102.0,47084.0,20.136394528927024,5364.0,176.75279642058166,41720.0,22.72535953978907,FL,3,11.39240506329114,88.60759493670885
Polk County-2006.0,565049.0,23803.0,23.73856236608831,2193.0,257.66028271773826,21610.0,26.14757056918093,FL,0,9.213124396084527,90.78687560391548
Putnam County-2006.0,74416.0,4080.0,18.23921568627451,744.0,100.02150537634408,3336.0,22.30695443645084,FL,0,18.235294117647058,81.76470588235294
St. Johns County-2006.0,165291.0,4797.0,34.457160725453406,580.0,284.9844827586207,4217.0,39.196348114773535,FL,0,12.090890139670627,87.90910986032937
St. Lucie County-2006.0,259315.0,9840.0,26.353150406504064,1100.0,235.7409090909091,8740.0,29.669908466819223,FL,0,11.178861788617885,88.8211382113821
Santa Rosa County-2006.0,141428.0,2840.0,49.79859154929577,264.0,535.7121212121212,2576.0,54.90217391304348,FL,0,9.295774647887324,90.70422535211267
Sarasota County-2006.0,374319.0,14513.0,25.791979604492525,1124.0,333.0240213523132,13389.0,27.957203674658302,FL,0,7.744780541583409,92.25521945841659
Seminole County-2006.0,420667.0,13426.0,31.332265753016536,943.0,446.09437963944856,12483.0,33.69919089962349,FL,0,7.023685386563384,92.97631461343661
Sumter County-2006.0,82599.0,1342.0,61.54918032786885,230.0,359.12608695652176,1112.0,74.27967625899281,FL,0,17.138599105812222,82.86140089418778
Taylor County-2006.0,21471.0,490.0,43.81836734693878,173.0,124.10982658959536,317.0,67.73186119873817,FL,0,35.30612244897959,64.6938775510204
Union County-2006.0,15028.0,263.0,57.14068441064639,43.0,349.48837209302326,220.0,68.30909090909091,FL,0,16.34980988593156,83.65019011406845
Volusia County-2006.0,503768.0,21772.0,23.13834282564762,2001.0,251.75812093953024,19771.0,25.48014769106267,FL,0,9.190703656072019,90.80929634392798
Walton County-2006.0,55786.0,1032.0,54.0562015503876,111.0,502.5765765765766,921.0,60.57111834961998,FL,0,10.755813953488373,89.24418604651163
Washington County-2006.0,23073.0,346.0,66.68497109826589,37.0,623.5945945945946,309.0,74.66990291262135,FL,0,14.125839343446902,85.8741606565531
Alachua County-2005.0,240764.0,11681.0,20.61159147333276,1751.0,137.50085665334095,9930.0,24.24612286002014,FL,0,14.990154952486945,85.00984504751305
Bay County-2005.0,161721.0,7805.0,20.72017937219731,887.0,182.32356257046223,6918.0,23.37684301821336,FL,0,11.364509929532352,88.63549007046765
Bradford County-2005.0,28118.0,564.0,49.854609929078016,121.0,232.3801652892562,443.0,63.47178329571106,FL,0,21.45390070921986,78.54609929078015
Brevard County-2005.0,531970.0,20239.0,26.284401403231385,2705.0,196.66173752310536,17534.0,30.339340709478726,FL,0,13.365284846089235,86.63471515391078
Broward County-2005.0,1740987.0,75772.0,22.97665364514597,6870.0,253.4187772925764,68902.0,25.267582943891323,FL,3,9.066673705326506,90.93332629467349
Charlotte County-2005.0,154030.0,5657.0,27.228212833657416,644.0,239.1770186335404,5013.0,30.726112108517853,FL,0,11.384125861764186,88.61587413823582
Citrus County-2005.0,132635.0,2834.0,46.80134086097389,323.0,410.6346749226006,2511.0,52.8215850258861,FL,0,11.397318278052223,88.60268172194777
Clay County-2005.0,169623.0,4858.0,34.91622066694113,654.0,259.36238532110093,4204.0,40.34800190294957,FL,0,13.462330177027585,86.53766982297242
Collier County-2005.0,317788.0,7677.0,41.39481568320959,1055.0,301.2208530805687,6622.0,47.98973119903352,FL,0,13.742347271069427,86.25765272893057
Columbia County-2005.0,61466.0,2479.0,24.79467527228721,406.0,151.39408866995075,2073.0,29.650747708634828,FL,0,16.3775716014522,83.6224283985478
Miami-Dade County-2005.0,2422075.0,150435.0,16.100475288330507,15959.0,151.7685945234664,134476.0,18.01120646063238,FL,3,10.608568484727623,89.39143151527237
DeSoto County-2005.0,32606.0,1365.0,23.887179487179488,183.0,178.17486338797815,1182.0,27.58544839255499,FL,0,13.406593406593407,86.5934065934066
Duval County-2005.0,861150.0,53235.0,16.176387714849252,4470.0,192.6510067114094,48765.0,17.659181790218394,FL,3,8.396731473654551,91.60326852634545
Escambia County-2005.0,303623.0,14165.0,21.434733498058595,1849.0,164.2093023255814,12316.0,24.652728158493016,FL,0,13.053300388280975,86.94669961171903
Flagler County-2005.0,78693.0,1959.0,40.16998468606432,231.0,340.6623376623377,1728.0,45.53993055555556,FL,0,11.791730474732006,88.208269525268
Gadsden County-2005.0,47713.0,1960.0,24.343367346938777,417.0,114.41966426858514,1543.0,30.92222942320156,FL,0,21.275510204081634,78.72448979591836
Glades County-2005.0,10729.0,312.0,34.38782051282051,33.0,325.1212121212121,279.0,38.45519713261649,FL,0,10.576923076923077,89.42307692307693
Gulf County-2005.0,16479.0,341.0,48.32551319648094,103.0,159.9902912621359,238.0,69.23949579831933,FL,0,30.205278592375368,69.79472140762464
Hamilton County-2005.0,14315.0,282.0,50.76241134751773,52.0,275.28846153846155,230.0,62.23913043478261,FL,0,18.439716312056735,81.56028368794325
Hardee County-2005.0,27333.0,934.0,29.264453961456105,178.0,153.5561797752809,756.0,36.15476190476191,FL,0,19.05781584582441,80.94218415417559
Hendry County-2005.0,38376.0,1797.0,21.35559265442404,242.0,158.5785123966942,1555.0,24.67909967845659,FL,0,13.466889259877574,86.53311074012242
Highlands County-2005.0,93456.0,3187.0,29.32412927518042,335.0,278.9731343283582,2852.0,32.76858345021038,FL,0,10.51145277690618,89.48854722309382
Hillsborough County-2005.0,1131546.0,61388.0,18.43269042809669,7601.0,148.86804367846335,53787.0,21.03753695130794,FL,3,12.381898742425228,87.61810125757476
Indian River County-2005.0,130043.0,4731.0,27.487423377721413,353.0,368.39376770538246,4378.0,29.70374600274097,FL,0,7.46142464595223,92.53857535404777
Jackson County-2005.0,49691.0,1245.0,39.91244979919679,228.0,217.9429824561404,1017.0,48.86037364798427,FL,0,18.313253012048193,81.6867469879518
Lake County-2005.0,263017.0,8813.0,29.84420742085556,1353.0,194.39541759053955,7460.0,35.25697050938338,FL,0,15.35232043571996,84.64767956428004
Lee County-2005.0,549442.0,21425.0,25.6449008168028,2023.0,271.5976272862086,19402.0,28.31883310998866,FL,0,9.442240373395567,90.55775962660444
Leon County-2005.0,271111.0,13273.0,20.42575152565358,1562.0,173.56658130601792,11711.0,23.15011527623602,FL,0,11.768251337301288,88.23174866269872
Levy County-2005.0,37985.0,1545.0,24.58576051779936,275.0,138.12727272727273,1270.0,29.90944881889764,FL,0,17.79935275080906,82.20064724919094
Madison County-2005.0,19696.0,747.0,26.366800535475235,104.0,189.3846153846154,643.0,30.631415241057542,FL,0,13.92235609103079,86.07764390896921
Manatee County-2005.0,309436.0,17185.0,18.006168169915625,2221.0,139.32282755515533,14964.0,20.678695535952954,FL,0,12.924061681699156,87.07593831830084
Marion County-2005.0,304926.0,10555.0,28.889246802463287,1703.0,179.05226071638285,8852.0,34.44713059195662,FL,0,16.13453339649455,83.86546660350544
Martin County-2005.0,141059.0,4019.0,35.09803433689973,455.0,310.0197802197802,3564.0,39.57884399551066,FL,0,11.321224185120677,88.67877581487932
Monroe County-2005.0,82413.0,3787.0,21.76208080274624,277.0,297.5198555956679,3510.0,23.47948717948718,FL,0,7.314496963295484,92.68550303670452
Okaloosa County-2005.0,188939.0,5937.0,31.82398517769917,453.0,417.083885209713,5484.0,34.452771699489425,FL,0,7.6301162203132895,92.36988377968672
Okeechobee County-2005.0,37765.0,1491.0,25.328638497652584,321.0,117.64797507788164,1170.0,32.27777777777778,FL,0,21.52917505030181,78.4708249496982
Orange County-2005.0,1043437.0,63969.0,16.3116040582157,7520.0,138.75492021276597,56449.0,18.484596715619407,FL,3,11.755694164360863,88.24430583563914
Osecola County-2005.0,235156.0,10668.0,22.043119610048745,1089.0,215.9375573921029,9579.0,24.54911786198977,FL,0,10.208098987626546,89.79190101237346
Palm Beach County-2005.0,1265900.0,62892.0,20.128156204286714,5893.0,214.8141863227558,56999.0,22.20916156423797,FL,3,9.37003116453603,90.62996883546397
Pasco County-2005.0,406898.0,14786.0,27.519139726768564,1310.0,310.6091603053435,13476.0,30.194271297120807,FL,0,8.859732179088327,91.14026782091167
Pinellas County-2005.0,947744.0,47528.0,19.940750715367784,5582.0,169.78573987817987,41946.0,22.594383254660755,FL,3,11.744655781854906,88.2553442181451
Polk County-2005.0,541840.0,24259.0,22.33562801434519,2003.0,270.5142286570145,22256.0,24.345794392523363,FL,0,8.256729461230883,91.74327053876911
Putnam County-2005.0,73764.0,4353.0,16.945554789800138,867.0,85.0795847750865,3486.0,21.16006884681584,FL,0,19.917298414886286,80.08270158511371
St. Johns County-2005.0,157278.0,4552.0,34.55140597539543,524.0,300.14885496183206,4028.0,39.04617676266137,FL,0,11.511423550087873,88.48857644991213
St. Lucie County-2005.0,240039.0,8899.0,26.97370491066412,1056.0,227.3096590909091,7843.0,30.605508096391688,FL,0,11.866501854140916,88.1334981458591
Santa Rosa County-2005.0,136443.0,2565.0,53.19415204678363,245.0,556.9102040816326,2320.0,58.81163793103448,FL,0,9.551656920077972,90.44834307992203
Sarasota County-2005.0,362795.0,13980.0,25.951001430615165,1106.0,328.0244122965642,12874.0,28.18044119931645,FL,0,7.911301859799715,92.0886981402003
Seminole County-2005.0,411744.0,13698.0,30.0586946999562,1105.0,372.61900452488686,12593.0,32.69625982688795,FL,0,8.0668710760695,91.9331289239305
Suwannee County-2005.0,38174.0,1050.0,36.35619047619048,186.0,205.23655913978496,864.0,44.18287037037037,FL,0,17.71428571428571,82.28571428571428
Volusia County-2005.0,494573.0,19825.0,24.946935687263554,2033.0,243.27250368912937,17792.0,27.797493255395683,FL,0,10.254728877679698,89.7452711223203
Wakulla County-2005.0,26867.0,603.0,44.55555555555556,84.0,319.8452380952381,519.0,51.76685934489403,FL,0,13.930348258706468,86.06965174129353
Walton County-2005.0,53525.0,1391.0,38.47951114306255,245.0,218.46938775510205,1146.0,46.70593368237347,FL,0,17.613227893601728,82.38677210639828
Alachua County-2004.0,236174.0,11178.0,21.12846663088209,1527.0,154.66535690897183,9651.0,24.47145373536421,FL,0,13.66076221148685,86.33923778851315
Baker County-2004.0,23963.0,500.0,47.926,75.0,319.50666666666666,425.0,56.38352941176471,FL,0,15.0,85.0
Bay County-2004.0,158437.0,8714.0,18.181891209547853,909.0,174.2981298129813,7805.0,20.299423446508648,FL,0,10.431489557034656,89.56851044296535
Brevard County-2004.0,521422.0,18645.0,27.965781710914456,2769.0,188.3069700252799,15876.0,32.84341143864953,FL,0,14.851166532582461,85.14883346741755
Broward County-2004.0,1723131.0,74171.0,23.2318695986302,6645.0,259.31241534988715,67526.0,25.51803749666795,FL,3,8.959027113022609,91.04097288697739
Charlotte County-2004.0,156985.0,5275.0,29.76018957345972,536.0,292.8824626865672,4739.0,33.12618695927411,FL,0,10.161137440758294,89.8388625592417
Citrus County-2004.0,129110.0,2853.0,45.25411847178409,335.0,385.4029850746269,2518.0,51.2748212867355,FL,0,11.742025937609533,88.25797406239046
Clay County-2004.0,163461.0,4208.0,38.84529467680608,541.0,302.1460258780037,3667.0,44.57622034360513,FL,0,12.856463878326995,87.14353612167301
Collier County-2004.0,306186.0,8067.0,37.95537374488657,1015.0,301.6610837438424,7052.0,43.418321043675554,FL,0,12.582124705590678,87.41787529440931
Columbia County-2004.0,60453.0,2657.0,22.75235227700414,362.0,166.9972375690608,2295.0,26.34117647058824,FL,0,13.624388407978923,86.37561159202107
Miami-Dade County-2004.0,2379818.0,159825.0,14.890148600031283,16021.0,148.54366144435429,143804.0,16.54903896970877,FL,3,10.024088847176598,89.9759111528234
DeSoto County-2004.0,34105.0,1124.0,30.34252669039146,202.0,168.83663366336634,922.0,36.990238611713664,FL,0,17.97153024911032,82.02846975088967
Dixie County-2004.0,14928.0,504.0,29.61904761904762,75.0,199.04,429.0,34.7972027972028,FL,0,14.880952380952381,85.11904761904762
Duval County-2004.0,840474.0,52392.0,16.042029317453046,4352.0,193.12362132352945,48040.0,17.495295587010823,FL,3,8.306611696442205,91.6933883035578
Escambia County-2004.0,307226.0,13078.0,23.491818320844168,1559.0,197.06606799230275,11519.0,26.67123882281448,FL,0,11.920782994341643,88.07921700565836
Franklin County-2004.0,10649.0,356.0,29.912921348314608,30.0,354.96666666666664,326.0,32.66564417177914,FL,0,8.426966292134832,91.57303370786516
Gadsden County-2004.0,46857.0,1702.0,27.530552291421856,313.0,149.70287539936103,1389.0,33.734341252699785,FL,0,18.390129259694476,81.60987074030552
Glades County-2004.0,10733.0,273.0,39.31501831501832,41.0,261.780487804878,232.0,46.26293103448276,FL,0,15.018315018315018,84.98168498168498
Hendry County-2004.0,37394.0,1530.0,24.440522875816992,223.0,167.68609865470853,1307.0,28.610558530986992,FL,0,14.575163398692812,85.42483660130719
Hernando County-2004.0,145207.0,5447.0,26.658160455296493,814.0,178.3869778869779,4633.0,31.341895100366933,FL,0,14.944005874793465,85.05599412520654
Highlands County-2004.0,92057.0,3235.0,28.456568778979907,326.0,282.3834355828221,2909.0,31.645582674458577,FL,0,10.077279752704792,89.9227202472952
Hillsborough County-2004.0,1108435.0,67665.0,16.38121628611542,7433.0,149.12350329611192,60232.0,18.402759330588392,FL,3,10.984999630532771,89.01500036946722
Indian River County-2004.0,126829.0,4477.0,28.3290149653786,417.0,304.1462829736211,4060.0,31.23866995073892,FL,0,9.314272950636587,90.68572704936342
Jackson County-2004.0,48870.0,1265.0,38.63241106719368,243.0,201.11111111111111,1022.0,47.81800391389432,FL,0,19.209486166007906,80.7905138339921
Lafayette County-2004.0,7535.0,136.0,55.40441176470589,38.0,198.2894736842105,98.0,76.88775510204081,FL,0,27.941176470588236,72.05882352941177
Lake County-2004.0,251878.0,8170.0,30.82962056303549,1386.0,181.7301587301588,6784.0,37.1282429245283,FL,0,16.964504283965727,83.03549571603426
Lee County-2004.0,521253.0,21008.0,24.8121191926885,1992.0,261.6731927710844,19016.0,27.41128523348759,FL,0,9.482102056359482,90.51789794364052
Leon County-2004.0,263896.0,12763.0,20.676643422392853,1520.0,173.6157894736842,11243.0,23.47202703904652,FL,0,11.909425683616705,88.0905743163833
Levy County-2004.0,37486.0,1472.0,25.46603260869565,259.0,144.73359073359077,1213.0,30.903544929925804,FL,0,17.595108695652172,82.40489130434783
Manatee County-2004.0,300302.0,17080.0,17.58208430913349,1946.0,154.31757451181912,15134.0,19.842870358134004,FL,0,11.39344262295082,88.60655737704917
Marion County-2004.0,293317.0,10673.0,27.482151222711515,1671.0,175.53381208856973,9002.0,32.5835369917796,FL,0,15.656329054623816,84.34367094537618
Martin County-2004.0,137637.0,4459.0,30.86723480601032,415.0,331.655421686747,4044.0,34.03486646884273,FL,0,9.307019511101142,90.69298048889885
Monroe County-2004.0,81236.0,4588.0,17.70619006102877,355.0,228.8338028169014,4233.0,19.19111741081975,FL,0,7.7375762859633825,92.26242371403661
Nassau County-2004.0,65016.0,2211.0,29.405698778833106,753.0,86.34262948207171,1458.0,44.5925925925926,FL,0,34.05698778833107,65.94301221166893
Okaloosa County-2004.0,185778.0,5786.0,32.1081921880401,454.0,409.2026431718062,5332.0,34.84208552138035,FL,0,7.8465260974766675,92.15347390252333
Okeechobee County-2004.0,38004.0,1409.0,26.972320794889992,269.0,141.27881040892194,1140.0,33.33684210526316,FL,0,19.091554293825407,80.90844570617459
Orange County-2004.0,1013937.0,60972.0,16.62955126943515,6888.0,147.20339721254356,54084.0,18.74744841357888,FL,3,11.296988781735879,88.70301121826412
Osecola County-2004.0,225816.0,10072.0,22.420174741858617,935.0,241.51443850267376,9137.0,24.71445769946372,FL,0,9.283161239078634,90.71683876092138
Palm Beach County-2004.0,1242270.0,67601.0,18.37650330616411,6221.0,199.68976048866745,61380.0,20.23900293255132,FL,3,9.202526589843346,90.79747341015666
Pasco County-2004.0,389776.0,15201.0,25.641470955858168,1349.0,288.93699036323204,13852.0,28.138608143228414,FL,0,8.874416156831787,91.12558384316822
Pinellas County-2004.0,943640.0,49282.0,19.14776186031411,5419.0,174.13544934489758,43863.0,21.51334838018376,FL,3,10.995901140375796,89.00409885962421
Polk County-2004.0,528389.0,23434.0,22.54796449603141,1850.0,285.6156756756757,21584.0,24.48058747220163,FL,0,7.894512247162242,92.10548775283776
Putnam County-2004.0,73226.0,4161.0,17.598173515981735,723.0,101.2807745504841,3438.0,21.29901105293776,FL,0,17.375630857966833,82.62436914203316
St. Johns County-2004.0,149336.0,4645.0,32.14983853606028,539.0,277.0612244897959,4106.0,36.37018996590356,FL,0,11.603875134553283,88.39612486544671
St. Lucie County-2004.0,226216.0,9044.0,25.01282618310482,1000.0,226.216,8044.0,28.12232720039781,FL,0,11.057054400707651,88.94294559929234
Santa Rosa County-2004.0,133721.0,2563.0,52.1736246586032,313.0,427.223642172524,2250.0,59.43155555555556,FL,0,12.21225126804526,87.78774873195474
Sarasota County-2004.0,353247.0,14725.0,23.98960950764007,1129.0,312.88485385296724,13596.0,25.98168578993822,FL,0,7.66723259762309,92.33276740237692
Seminole County-2004.0,403361.0,12227.0,32.98936779259017,1086.0,371.41896869244937,11141.0,36.205098285611705,FL,0,8.88198249775088,91.11801750224912
Sumter County-2004.0,66416.0,1444.0,45.99445983379501,284.0,233.85915492957747,1160.0,57.25517241379311,FL,0,19.667590027700832,80.33240997229917
Taylor County-2004.0,20941.0,795.0,26.340880503144653,123.0,170.2520325203252,672.0,31.16220238095238,FL,0,15.471698113207546,84.52830188679246
