County-Year,Population,Index Count,Index Rate,Violent Count,Violent Rate,Property Count,Property Rate,State,Cluster,Violent %,Property %
Seneca-1997.0,32573.0,749.0,2299.5,53.0,162.7,696.0,2136.7,NY,1,7.076101468624834,92.92389853137517
Seneca-1998.0,32888.0,792.0,2408.2,66.0,200.7,726.0,2207.5,NY,1,8.333333333333332,91.66666666666666
Seneca-1999.0,31980.0,671.0,2098.2,40.0,125.1,631.0,1973.1,NY,1,5.961251862891207,94.0387481371088
Seneca-2000.0,33293.0,689.0,2069.5,31.0,93.1,658.0,1976.4,NY,1,4.499274310595065,95.50072568940493
Seneca-2001.0,33403.0,606.0,1814.2,57.0,170.6,549.0,1643.6,NY,1,9.405940594059405,90.5940594059406
Seneca-2002.0,33661.0,636.0,1889.4,55.0,163.4,581.0,1726.0,NY,1,8.647798742138365,91.35220125786164
Seneca-2003.0,35035.0,606.0,1729.7,44.0,125.6,562.0,1604.1,NY,1,7.2607260726072615,92.73927392739274
Seneca-2004.0,35251.0,586.0,1662.4,37.0,105.0,549.0,1557.4,NY,1,6.313993174061433,93.68600682593856
Seneca-2005.0,35125.0,587.0,1671.2,37.0,105.3,550.0,1565.8,NY,1,6.303236797274275,93.69676320272572
Seneca-2006.0,34948.0,590.0,1688.2,46.0,131.6,544.0,1556.6,NY,1,7.796610169491526,92.20338983050847
Seneca-2007.0,34827.0,565.0,1622.3,46.0,132.1,519.0,1490.2,NY,1,8.141592920353983,91.85840707964601
Seneca-2008.0,34332.0,665.0,1937.0,46.0,134.0,619.0,1803.0,NY,1,6.917293233082707,93.08270676691728
Seneca-2009.0,34162.0,651.0,1905.6,48.0,140.5,603.0,1765.1,NY,1,7.373271889400922,92.62672811059907
Seneca-2010.0,33740.0,198.0,586.8,11.0,32.6,187.0,554.2,NY,0,5.555555555555555,94.44444444444444
Seneca-2011.0,35409.0,681.0,1923.2,63.0,177.9,618.0,1745.3,NY,1,9.251101321585903,90.7488986784141
Seneca-2012.0,35388.0,853.0,2410.4,59.0,166.7,794.0,2243.7,NY,1,6.916764361078546,93.08323563892145
Seneca-2013.0,35375.0,794.0,2244.5,62.0,175.3,732.0,2069.3,NY,1,7.8085642317380355,92.19143576826197
Seneca-2014.0,35503.0,721.0,2030.8,57.0,160.5,664.0,1870.3,NY,1,7.905686546463246,92.09431345353676
Seneca-2015.0,34726.0,730.0,2102.2,62.0,178.5,668.0,1923.6,NY,1,8.493150684931507,91.5068493150685
Seneca-2016.0,34522.0,643.0,1862.6,67.0,194.1,576.0,1668.5,NY,1,10.419906687402799,89.5800933125972
Seneca-2017.0,34779.0,571.0,1641.8,73.0,209.9,498.0,1431.9,NY,1,12.784588441331,87.215411558669
Seneca-2018.0,33746.0,466.0,1380.9,48.0,142.2,418.0,1238.7,NY,0,10.300429184549357,89.69957081545064
Seneca-2019.0,33994.0,440.0,1294.3,45.0,132.4,395.0,1162.0,NY,0,10.227272727272728,89.77272727272727
Seneca-2020.0,33665.0,438.0,1301.1,55.0,163.4,383.0,1137.7,NY,0,12.557077625570775,87.44292237442922
St Lawrence-1990.0,111974.0,3541.0,3162.3,281.0,251.0,3260.0,2911.4,NY,1,7.935611409206439,92.06438859079357
St Lawrence-1991.0,112389.0,3853.0,3428.3,209.0,186.0,3644.0,3242.3,NY,1,5.424344666493641,94.57565533350636
St Lawrence-1992.0,112764.0,3810.0,3378.7,233.0,206.6,3577.0,3172.1,NY,1,6.115485564304461,93.88451443569554
St Lawrence-1993.0,114369.0,3447.0,3013.9,218.0,190.6,3229.0,2823.3,NY,1,6.324340005802147,93.67565999419786
St Lawrence-1994.0,114189.0,3446.0,3017.8,208.0,182.2,3238.0,2835.6,NY,1,6.035983749274521,93.96401625072548
St Lawrence-1995.0,115276.0,3210.0,2784.6,205.0,177.8,3005.0,2606.8,NY,1,6.386292834890965,93.61370716510903
St Lawrence-1996.0,115583.0,3266.0,2825.7,194.0,167.8,3072.0,2657.8,NY,1,5.939987752602572,94.06001224739742
St Lawrence-1997.0,115274.0,3166.0,2746.5,206.0,178.7,2960.0,2567.8,NY,1,6.506632975363234,93.49336702463677
St Lawrence-1998.0,114420.0,3008.0,2628.9,189.0,165.2,2819.0,2463.7,NY,1,6.283244680851063,93.71675531914893
St Lawrence-1999.0,113821.0,2848.0,2502.2,197.0,173.1,2651.0,2329.1,NY,1,6.9171348314606735,93.08286516853933
St Lawrence-2000.0,117690.0,2808.0,2385.9,234.0,198.8,2574.0,2187.1,NY,1,8.333333333333332,91.66666666666666
St Lawrence-2001.0,112137.0,2526.0,2252.6,225.0,200.6,2301.0,2052.0,NY,1,8.907363420427554,91.09263657957246
St Lawrence-2002.0,112999.0,2523.0,2232.8,264.0,233.6,2259.0,1999.1,NY,1,10.46373365041617,89.53626634958383
St Lawrence-2003.0,111362.0,2579.0,2315.9,216.0,194.0,2363.0,2121.9,NY,1,8.375339278790229,91.62466072120978
St Lawrence-2004.0,111870.0,2644.0,2363.5,144.0,128.7,2500.0,2234.7,NY,1,5.446293494704992,94.55370650529501
St Lawrence-2005.0,111465.0,2673.0,2398.1,174.0,156.1,2499.0,2242.0,NY,1,6.509539842873176,93.49046015712682
St Lawrence-2006.0,111678.0,2699.0,2416.8,158.0,141.5,2541.0,2275.3,NY,1,5.854020007410152,94.14597999258984
St Lawrence-2007.0,110894.0,2318.0,2090.3,196.0,176.7,2122.0,1913.5,NY,1,8.455565142364108,91.54443485763589
St Lawrence-2008.0,109530.0,2327.0,2124.5,210.0,191.7,2117.0,1932.8,NY,1,9.024495058014612,90.97550494198539
St Lawrence-2009.0,109430.0,1818.0,1661.3,194.0,177.3,1624.0,1484.1,NY,1,10.671067106710671,89.32893289328932
St Lawrence-2010.0,108273.0,2482.0,2292.4,141.0,130.2,2341.0,2162.1,NY,1,5.680902497985495,94.3190975020145
St Lawrence-2011.0,112447.0,2515.0,2236.6,143.0,127.2,2372.0,2109.4,NY,1,5.685884691848907,94.31411530815109
St Lawrence-2012.0,112293.0,2241.0,1995.7,122.0,108.6,2119.0,1887.0,NY,1,5.443998215082552,94.55600178491744
St Lawrence-2013.0,112480.0,1965.0,1747.0,112.0,99.6,1853.0,1647.4,NY,1,5.699745547073792,94.30025445292621
St Lawrence-2014.0,112184.0,1759.0,1568.0,97.0,86.5,1662.0,1481.5,NY,1,5.514496873223423,94.48550312677658
St Lawrence-2015.0,111077.0,1671.0,1504.4,143.0,128.7,1528.0,1375.6,NY,0,8.557749850388989,91.44225014961101
St Lawrence-2016.0,110113.0,1739.0,1579.3,173.0,157.1,1566.0,1422.2,NY,1,9.948246118458885,90.05175388154112
St Lawrence-2017.0,109995.0,1512.0,1374.6,134.0,121.8,1378.0,1252.8,NY,0,8.862433862433862,91.13756613756614
St Lawrence-2018.0,107265.0,1401.0,1306.1,153.0,142.6,1248.0,1163.5,NY,0,10.920770877944326,89.07922912205566
St Lawrence-2019.0,106996.0,1114.0,1041.2,105.0,98.1,1009.0,943.0,NY,0,9.425493716337522,90.57450628366249
St Lawrence-2020.0,106616.0,1131.0,1060.8,137.0,128.5,994.0,932.3,NY,0,12.1131741821397,87.8868258178603
Steuben-1990.0,99088.0,3410.0,3441.4,246.0,248.3,3164.0,3193.1,NY,1,7.2140762463343115,92.78592375366568
Steuben-1991.0,99454.0,3509.0,3528.3,200.0,201.1,3309.0,3327.2,NY,1,5.699629524080935,94.30037047591907
Steuben-1992.0,99783.0,3439.0,3446.5,244.0,244.5,3195.0,3201.9,NY,1,7.095085780750218,92.90491421924978
Steuben-1993.0,100617.0,3004.0,2985.6,205.0,203.7,2799.0,2781.8,NY,1,6.824234354194407,93.1757656458056
Steuben-1994.0,100455.0,3303.0,3288.0,221.0,220.0,3082.0,3068.0,NY,1,6.6908870723584615,93.30911292764154
Steuben-1995.0,100432.0,3466.0,3451.1,214.0,213.1,3252.0,3238.0,NY,1,6.174264281592614,93.82573571840739
Steuben-1996.0,100697.0,2880.0,2860.1,204.0,202.6,2676.0,2657.5,NY,1,7.083333333333333,92.91666666666667
Steuben-1997.0,100424.0,2937.0,2924.6,216.0,215.1,2721.0,2709.5,NY,1,7.354443309499489,92.64555669050051
Steuben-1998.0,99265.0,2725.0,2745.2,178.0,179.3,2547.0,2565.9,NY,1,6.532110091743119,93.46788990825688
Steuben-1999.0,98065.0,2427.0,2474.9,186.0,189.7,2241.0,2285.2,NY,1,7.663782447466007,92.336217552534
Steuben-2000.0,101886.0,2049.0,2011.1,137.0,134.5,1912.0,1876.6,NY,1,6.686188384577843,93.31381161542215
Steuben-2001.0,98908.0,2025.0,2047.4,120.0,121.3,1905.0,1926.0,NY,1,5.9259259259259265,94.07407407407408
Steuben-2002.0,99668.0,1417.0,1421.7,122.0,122.4,1295.0,1299.3,NY,0,8.609738884968243,91.39026111503176
Steuben-2003.0,99482.0,1516.0,1523.9,126.0,126.7,1390.0,1397.2,NY,1,8.311345646437996,91.688654353562
Steuben-2004.0,99203.0,2093.0,2109.8,188.0,189.5,1905.0,1920.3,NY,1,8.982322025800286,91.01767797419971
Steuben-2005.0,98956.0,2153.0,2175.7,202.0,204.1,1951.0,1971.6,NY,1,9.382257315373897,90.61774268462611
Steuben-2006.0,98896.0,1770.0,1789.8,259.0,261.9,1511.0,1527.9,NY,1,14.632768361581922,85.36723163841809
Steuben-2007.0,97881.0,1551.0,1584.6,160.0,163.5,1391.0,1421.1,NY,1,10.31592520954223,89.68407479045777
Steuben-2008.0,96608.0,1498.0,1550.6,161.0,166.7,1337.0,1383.9,NY,1,10.74766355140187,89.25233644859813
Steuben-2009.0,96303.0,1401.0,1454.8,134.0,139.1,1267.0,1315.6,NY,0,9.564596716630978,90.43540328336903
Steuben-2010.0,95252.0,1837.0,1928.6,164.0,172.2,1673.0,1756.4,NY,1,8.927599346761024,91.07240065323897
Steuben-2011.0,99435.0,1687.0,1696.6,138.0,138.8,1549.0,1557.8,NY,1,8.180201541197391,91.81979845880261
Steuben-2012.0,99568.0,1837.0,1845.0,156.0,156.7,1681.0,1688.3,NY,1,8.49210669569951,91.5078933043005
Steuben-2013.0,99222.0,1541.0,1553.1,123.0,124.0,1418.0,1429.1,NY,1,7.9818299805321224,92.01817001946789
Steuben-2014.0,98730.0,1541.0,1560.8,115.0,116.5,1426.0,1444.3,NY,1,7.462686567164178,92.53731343283582
Steuben-2015.0,98066.0,1585.0,1616.3,189.0,192.7,1396.0,1423.5,NY,1,11.92429022082019,88.07570977917982
Steuben-2016.0,96718.0,1526.0,1577.8,188.0,194.4,1338.0,1383.4,NY,1,12.319790301441676,87.68020969855831
Steuben-2017.0,96823.0,1268.0,1309.6,171.0,176.6,1097.0,1133.0,NY,0,13.485804416403784,86.5141955835962
Steuben-2018.0,94101.0,1043.0,1108.4,160.0,170.0,883.0,938.4,NY,0,15.340364333652925,84.65963566634707
Steuben-2019.0,94878.0,904.0,952.8,138.0,145.4,766.0,807.4,NY,0,15.265486725663715,84.7345132743363
Steuben-2020.0,94382.0,863.0,914.4,117.0,124.0,746.0,790.4,NY,0,13.557358053302435,86.44264194669756
Suffolk-1990.0,1321864.0,61300.0,4637.4,3786.0,286.4,57514.0,4351.0,NY,3,6.176182707993474,93.82381729200652
Suffolk-1991.0,1326812.0,67697.0,5102.2,3989.0,300.6,63708.0,4801.6,NY,3,5.892432456386546,94.10756754361346
Suffolk-1992.0,1331288.0,64042.0,4810.5,4218.0,316.8,59824.0,4493.7,NY,3,6.586302738827644,93.41369726117236
Suffolk-1993.0,1344696.0,59241.0,4405.5,3799.0,282.5,55442.0,4123.0,NY,3,6.412788440438209,93.5872115595618
Suffolk-1994.0,1342613.0,51720.0,3852.2,3154.0,234.9,48566.0,3617.3,NY,3,6.098221191028616,93.90177880897139
Suffolk-1995.0,1345242.0,47187.0,3507.7,2758.0,205.0,44429.0,3302.7,NY,3,5.844830143895565,94.15516985610444
Suffolk-1996.0,1348867.0,45231.0,3353.3,2567.0,190.3,42664.0,3163.0,NY,3,5.675311180385134,94.32468881961486
Suffolk-1997.0,1345293.0,44265.0,3290.4,2513.0,186.8,41752.0,3103.6,NY,3,5.677171580255281,94.32282841974472
Suffolk-1998.0,1365477.0,41516.0,3040.4,2730.0,199.9,38786.0,2840.5,NY,3,6.575778013296079,93.42422198670393
Suffolk-1999.0,1372876.0,37443.0,2727.3,2430.0,177.0,35013.0,2550.3,NY,3,6.4898645941831585,93.51013540581684
Suffolk-2000.0,1443155.0,36411.0,2523.0,3049.0,211.3,33362.0,2311.7,NY,3,8.373843069402104,91.6261569305979
Suffolk-2001.0,1421981.0,37655.0,2648.1,3326.0,233.9,34329.0,2414.2,NY,3,8.83282432611871,91.16717567388129
Suffolk-2002.0,1432913.0,36706.0,2561.6,3123.0,217.9,33583.0,2343.7,NY,3,8.508145807224977,91.49185419277502
Suffolk-2003.0,1461136.0,35391.0,2422.2,2975.0,203.6,32416.0,2218.5,NY,3,8.406091944279618,91.59390805572039
Suffolk-2004.0,1470865.0,32016.0,2176.7,2844.0,193.4,29172.0,1983.3,NY,3,8.883058470764619,91.11694152923539
Suffolk-2005.0,1477602.0,32092.0,2171.9,3109.0,210.4,28983.0,1961.5,NY,3,9.68777265362084,90.31222734637916
Suffolk-2006.0,1478876.0,32596.0,2204.1,3100.0,209.6,29496.0,1994.5,NY,3,9.510369370474905,90.4896306295251
Suffolk-2007.0,1472242.0,31374.0,2131.0,2657.0,180.5,28717.0,1950.6,NY,3,8.468795818193408,91.53120418180659
Suffolk-2008.0,1522727.0,34015.0,2233.8,2613.0,171.6,31402.0,2062.2,NY,3,7.681905041893282,92.31809495810673
Suffolk-2009.0,1521962.0,32603.0,2142.2,2740.0,180.0,29863.0,1962.1,NY,3,8.404134588841519,91.59586541115848
Suffolk-2010.0,1511183.0,32638.0,2159.8,2377.0,157.3,30261.0,2002.5,NY,3,7.282921747656107,92.7170782523439
Suffolk-2011.0,1500062.0,31406.0,2093.6,2217.0,147.8,29189.0,1945.9,NY,3,7.059160669935681,92.94083933006432
Suffolk-2012.0,1506906.0,28885.0,1916.8,2127.0,141.2,26758.0,1775.7,NY,3,7.363683572788644,92.63631642721136
Suffolk-2013.0,1502540.0,26379.0,1755.6,1934.0,128.7,24445.0,1626.9,NY,3,7.331589521968232,92.66841047803177
Suffolk-2014.0,1503376.0,26121.0,1737.5,1765.0,117.4,24356.0,1620.1,NY,3,6.757015428199533,93.24298457180046
Suffolk-2015.0,1502075.0,24496.0,1630.8,2010.0,133.8,22486.0,1497.0,NY,3,8.205421293272371,91.79457870672762
Suffolk-2016.0,1492991.0,23092.0,1546.7,1896.0,127.0,21196.0,1419.7,NY,3,8.210635717997574,91.78936428200242
Suffolk-2017.0,1495619.0,21462.0,1435.0,1749.0,116.9,19713.0,1318.0,NY,3,8.149287112105116,91.85071288789489
Suffolk-2018.0,1464741.0,18977.0,1295.6,1512.0,103.2,17465.0,1192.4,NY,0,7.967539653264478,92.03246034673552
Suffolk-2019.0,1471317.0,18194.0,1236.6,1419.0,96.4,16775.0,1140.1,NY,0,7.799274486094316,92.20072551390568
Suffolk-2020.0,1465277.0,18147.0,1238.5,1320.0,90.1,16827.0,1148.4,NY,0,7.2739295751363855,92.72607042486362
Sullivan-1990.0,69277.0,3169.0,4574.4,300.0,433.0,2869.0,4141.3,NY,1,9.466708740927738,90.53329125907226
Sullivan-1991.0,69532.0,3229.0,4643.9,338.0,486.1,2891.0,4157.8,NY,1,10.467637039331063,89.53236296066895
Sullivan-1992.0,69765.0,2872.0,4116.7,334.0,478.8,2538.0,3637.9,NY,1,11.629526462395544,88.37047353760445
Sullivan-1993.0,71045.0,3111.0,4378.9,379.0,533.5,2732.0,3845.5,NY,1,12.182577949212472,87.81742205078753
Sullivan-1994.0,70932.0,3115.0,4391.5,381.0,537.1,2734.0,3854.4,NY,1,12.231139646869984,87.76886035313002
Sullivan-1995.0,70504.0,3031.0,4299.0,341.0,483.7,2690.0,3815.4,NY,1,11.250412405146816,88.74958759485318
Sullivan-1996.0,70692.0,2939.0,4157.5,398.0,563.0,2541.0,3594.5,NY,1,13.542021095610751,86.45797890438925
Sullivan-1997.0,70502.0,2887.0,4094.9,430.0,609.9,2457.0,3485.0,NY,1,14.894354000692761,85.10564599930724
Sullivan-1998.0,70503.0,2528.0,3585.7,277.0,392.9,2251.0,3192.8,NY,1,10.957278481012658,89.04272151898735
Sullivan-1999.0,69192.0,2108.0,3046.6,235.0,339.6,1873.0,2707.0,NY,1,11.148007590132828,88.85199240986718
Sullivan-2000.0,72302.0,2202.0,3045.6,285.0,394.2,1917.0,2651.4,NY,1,12.942779291553133,87.05722070844686
Sullivan-2001.0,74102.0,1817.0,2452.0,259.0,349.5,1558.0,2102.5,NY,1,14.254265272427077,85.74573472757292
Sullivan-2002.0,74672.0,1837.0,2460.1,256.0,342.8,1581.0,2117.3,NY,1,13.935764833968427,86.06423516603158
Sullivan-2003.0,74399.0,2106.0,2830.7,294.0,395.2,1812.0,2435.5,NY,1,13.96011396011396,86.03988603988604
Sullivan-2004.0,75092.0,1880.0,2503.6,273.0,363.6,1607.0,2140.0,NY,1,14.52127659574468,85.47872340425532
Sullivan-2005.0,76219.0,2221.0,2914.0,260.0,341.1,1961.0,2572.8,NY,1,11.706438541197658,88.29356145880234
Sullivan-2006.0,76744.0,2004.0,2611.3,291.0,379.2,1713.0,2232.1,NY,1,14.520958083832337,85.47904191616766
Sullivan-2007.0,76742.0,2067.0,2693.4,268.0,349.2,1799.0,2344.2,NY,1,12.96565070149976,87.03434929850025
Sullivan-2008.0,76571.0,1806.0,2358.6,195.0,254.7,1611.0,2103.9,NY,1,10.79734219269103,89.20265780730897
Sullivan-2009.0,76387.0,1544.0,2021.3,186.0,243.5,1358.0,1777.8,NY,1,12.046632124352332,87.95336787564767
Sullivan-2010.0,75137.0,1708.0,2273.2,219.0,291.5,1489.0,1981.7,NY,1,12.822014051522249,87.17798594847775
Sullivan-2011.0,77896.0,1940.0,2490.5,201.0,258.0,1739.0,2232.5,NY,1,10.360824742268042,89.63917525773196
Sullivan-2012.0,77315.0,1929.0,2495.0,179.0,231.5,1750.0,2263.5,NY,1,9.279419388284085,90.72058061171592
Sullivan-2013.0,76673.0,1720.0,2243.3,172.0,224.3,1548.0,2019.0,NY,1,10.0,90.0
Sullivan-2014.0,76591.0,1646.0,2149.1,157.0,205.0,1489.0,1944.1,NY,1,9.53827460510328,90.46172539489672
Sullivan-2015.0,75425.0,1331.0,1764.7,171.0,226.7,1160.0,1538.0,NY,1,12.847483095416981,87.15251690458302
Sullivan-2016.0,73885.0,1229.0,1663.4,197.0,266.6,1032.0,1396.8,NY,1,16.029292107404395,83.97070789259561
Sullivan-2017.0,74545.0,1282.0,1719.8,221.0,296.5,1061.0,1423.3,NY,1,17.238689547581902,82.7613104524181
Sullivan-2018.0,73794.0,1198.0,1623.4,195.0,264.2,1003.0,1359.2,NY,1,16.2771285475793,83.7228714524207
Sullivan-2019.0,74843.0,1018.0,1360.2,187.0,249.9,831.0,1110.3,NY,0,18.36935166994106,81.63064833005895
Sullivan-2020.0,74732.0,852.0,1140.1,147.0,196.7,705.0,943.4,NY,0,17.253521126760564,82.74647887323944
Tioga-1990.0,52337.0,915.0,1748.3,121.0,231.2,794.0,1517.1,NY,1,13.224043715846994,86.77595628415301
Tioga-1991.0,52531.0,1276.0,2429.0,166.0,316.0,1110.0,2113.0,NY,1,13.009404388714735,86.99059561128527
Tioga-1992.0,52708.0,1201.0,2278.6,183.0,347.2,1018.0,1931.4,NY,1,15.23730224812656,84.76269775187345
Tioga-1993.0,53635.0,1116.0,2080.7,180.0,335.6,936.0,1745.1,NY,1,16.129032258064516,83.87096774193549
Tioga-1994.0,53551.0,1020.0,1904.7,137.0,255.8,883.0,1648.9,NY,1,13.431372549019608,86.5686274509804
Tioga-1995.0,53326.0,919.0,1723.4,98.0,183.8,821.0,1539.6,NY,1,10.663764961915124,89.33623503808488
Tioga-1996.0,53468.0,839.0,1569.2,58.0,108.5,781.0,1460.7,NY,1,6.912991656734207,93.0870083432658
Tioga-1997.0,53325.0,627.0,1175.8,47.0,88.1,580.0,1087.7,NY,0,7.496012759170653,92.50398724082935
Tioga-1998.0,53075.0,751.0,1415.0,33.0,62.2,718.0,1352.8,NY,0,4.394141145139813,95.60585885486019
Tioga-1999.0,52538.0,614.0,1168.7,43.0,81.8,571.0,1086.8,NY,0,7.0032573289902285,92.99674267100977
Tioga-2000.0,54454.0,507.0,931.1,34.0,62.4,473.0,868.6,NY,0,6.70611439842209,93.29388560157791
Tioga-2001.0,51879.0,542.0,1044.7,31.0,59.8,511.0,985.0,NY,0,5.719557195571956,94.28044280442805
Tioga-2002.0,52278.0,610.0,1166.8,38.0,72.7,572.0,1094.2,NY,0,6.229508196721312,93.77049180327869
Tioga-2003.0,51860.0,600.0,1157.0,32.0,61.7,568.0,1095.3,NY,0,5.333333333333334,94.66666666666667
Tioga-2004.0,51846.0,546.0,1053.1,29.0,55.9,517.0,997.2,NY,0,5.311355311355311,94.68864468864469
Tioga-2005.0,51609.0,513.0,994.0,29.0,56.2,484.0,937.8,NY,0,5.653021442495127,94.34697855750487
Tioga-2006.0,51613.0,587.0,1137.3,37.0,71.7,550.0,1065.6,NY,0,6.303236797274275,93.69676320272572
Tioga-2007.0,51076.0,533.0,1043.5,35.0,68.5,498.0,975.0,NY,0,6.566604127579738,93.43339587242026
Tioga-2008.0,50281.0,580.0,1153.5,36.0,71.6,544.0,1081.9,NY,0,6.206896551724138,93.79310344827586
Tioga-2009.0,49986.0,555.0,1110.3,30.0,60.0,525.0,1050.3,NY,0,5.405405405405405,94.5945945945946
Tioga-2010.0,49341.0,600.0,1216.0,36.0,73.0,564.0,1143.1,NY,0,6.0,94.0
Tioga-2011.0,51355.0,591.0,1150.8,34.0,66.2,557.0,1084.6,NY,0,5.752961082910321,94.24703891708968
Tioga-2012.0,51319.0,667.0,1299.7,35.0,68.2,632.0,1231.5,NY,0,5.247376311844078,94.75262368815592
Tioga-2013.0,50342.0,650.0,1291.2,27.0,53.6,623.0,1237.5,NY,0,4.153846153846154,95.84615384615385
Tioga-2014.0,50124.0,468.0,933.7,27.0,53.9,441.0,879.8,NY,0,5.769230769230769,94.23076923076923
Tioga-2015.0,49485.0,460.0,929.6,54.0,109.1,406.0,820.5,NY,0,11.73913043478261,88.26086956521739
Tioga-2016.0,48810.0,463.0,948.6,63.0,129.1,400.0,819.5,NY,0,13.606911447084233,86.39308855291577
Tioga-2017.0,48507.0,453.0,933.9,48.0,99.0,405.0,834.9,NY,0,10.596026490066226,89.40397350993378
Tioga-2018.0,47336.0,397.0,838.7,43.0,90.8,354.0,747.8,NY,0,10.831234256926953,89.16876574307305
Tioga-2019.0,47997.0,396.0,825.1,58.0,120.8,338.0,704.2,NY,0,14.646464646464647,85.35353535353535
Tioga-2020.0,47597.0,432.0,907.6,59.0,124.0,373.0,783.7,NY,0,13.657407407407407,86.3425925925926
Tompkins-1990.0,94097.0,4495.0,4777.0,143.0,152.0,4352.0,4625.0,NY,1,3.181312569521691,96.8186874304783
Tompkins-1991.0,94446.0,4862.0,5147.9,182.0,192.7,4680.0,4955.2,NY,1,3.7433155080213902,96.2566844919786
Tompkins-1992.0,94762.0,4770.0,5033.7,181.0,191.0,4589.0,4842.7,NY,1,3.7945492662473796,96.20545073375261
Tompkins-1993.0,95802.0,4869.0,5082.4,217.0,226.5,4652.0,4855.8,NY,1,4.45676730334771,95.5432326966523
Tompkins-1994.0,95651.0,4468.0,4671.1,134.0,140.1,4334.0,4531.1,NY,1,2.999104744852283,97.00089525514771
Tompkins-1995.0,96130.0,4054.0,4217.2,163.0,169.6,3891.0,4047.6,NY,1,4.0207202762703504,95.97927972372965
Tompkins-1996.0,96386.0,3578.0,3712.2,141.0,146.3,3437.0,3565.9,NY,1,3.940749021799888,96.05925097820011
Tompkins-1997.0,96127.0,3286.0,3418.4,148.0,154.0,3138.0,3264.4,NY,1,4.503956177723676,95.49604382227632
Tompkins-1998.0,96849.0,2823.0,2914.8,101.0,104.3,2722.0,2810.6,NY,1,3.577754162238753,96.42224583776124
Tompkins-1999.0,96133.0,2710.0,2819.0,161.0,167.5,2549.0,2651.5,NY,1,5.940959409594096,94.05904059040591
Tompkins-2000.0,101841.0,2558.0,2511.8,113.0,111.0,2445.0,2400.8,NY,1,4.417513682564503,95.5824863174355
Tompkins-2001.0,96679.0,2614.0,2703.8,121.0,125.2,2493.0,2578.6,NY,1,4.628921193573069,95.37107880642694
Tompkins-2002.0,97422.0,3005.0,3084.5,132.0,135.5,2873.0,2949.0,NY,1,4.392678868552412,95.60732113144759
Tompkins-2003.0,99376.0,2294.0,2308.4,128.0,128.8,2166.0,2179.6,NY,1,5.579773321708806,94.4202266782912
Tompkins-2004.0,101606.0,2263.0,2227.2,116.0,114.2,2147.0,2113.1,NY,1,5.125939019001326,94.87406098099868
Tompkins-2005.0,100278.0,2812.0,2804.2,147.0,146.6,2665.0,2657.6,NY,1,5.227596017069701,94.7724039829303
Tompkins-2006.0,100286.0,2720.0,2712.2,147.0,146.6,2573.0,2565.7,NY,1,5.404411764705882,94.59558823529412
Tompkins-2007.0,100687.0,2452.0,2435.3,116.0,115.2,2336.0,2320.1,NY,1,4.730831973898858,95.26916802610114
Tompkins-2008.0,101591.0,2475.0,2436.2,137.0,134.9,2338.0,2301.4,NY,1,5.5353535353535355,94.46464646464646
Tompkins-2009.0,101616.0,2558.0,2517.3,153.0,150.6,2405.0,2366.8,NY,1,5.9812353401094605,94.01876465989054
Tompkins-2010.0,101158.0,2505.0,2476.3,120.0,118.6,2385.0,2357.7,NY,1,4.790419161676647,95.20958083832335
Tompkins-2011.0,102020.0,2391.0,2343.7,91.0,89.2,2300.0,2254.5,NY,1,3.805938937682978,96.19406106231703
Tompkins-2012.0,102272.0,2746.0,2685.0,116.0,113.4,2630.0,2571.6,NY,1,4.224326292789512,95.77567370721049
Tompkins-2013.0,102977.0,2902.0,2818.1,109.0,105.8,2793.0,2712.3,NY,1,3.7560303239145414,96.24396967608546
Tompkins-2014.0,104271.0,2604.0,2497.3,103.0,98.8,2501.0,2398.6,NY,1,3.955453149001536,96.04454685099847
Tompkins-2015.0,105240.0,2296.0,2181.7,147.0,139.7,2149.0,2042.0,NY,1,6.402439024390244,93.59756097560977
Tompkins-2016.0,104871.0,1957.0,1866.1,160.0,152.6,1797.0,1713.5,NY,1,8.175779253960142,91.82422074603986
Tompkins-2017.0,105637.0,1967.0,1862.0,147.0,139.2,1820.0,1722.9,NY,1,7.473309608540925,92.52669039145907
Tompkins-2018.0,103272.0,1920.0,1859.2,160.0,154.9,1760.0,1704.2,NY,1,8.333333333333332,91.66666666666666
Tompkins-2019.0,102363.0,1866.0,1822.9,132.0,129.0,1734.0,1694.0,NY,1,7.07395498392283,92.92604501607717
Tompkins-2020.0,101580.0,2127.0,2093.9,169.0,166.4,1958.0,1927.5,NY,1,7.945463093559003,92.054536906441
Ulster-1990.0,165304.0,5542.0,3352.6,613.0,370.8,4929.0,2981.8,NY,1,11.060988812702996,88.939011187297
Ulster-1991.0,165915.0,5184.0,3124.5,544.0,327.9,4640.0,2796.6,NY,1,10.493827160493826,89.50617283950618
Ulster-1992.0,166468.0,5211.0,3130.3,501.0,301.0,4710.0,2829.4,NY,1,9.614277489925158,90.38572251007484
Ulster-1993.0,170006.0,5048.0,2969.3,556.0,327.0,4492.0,2642.3,NY,1,11.014263074484946,88.98573692551506
Ulster-1994.0,169736.0,5030.0,2963.4,593.0,349.4,4437.0,2614.1,NY,1,11.789264413518886,88.21073558648112
Ulster-1995.0,168560.0,4776.0,2833.4,524.0,310.9,4252.0,2522.5,NY,1,10.971524288107203,89.0284757118928
