,0,1,2,3,4,5,6
0,0.0437753184684832,0.11513072316724739,1.0187483197454001,-0.18246656757005883,-0.21620397706090183,0.1332114574790207,0.8965977201027748
1,0.046977037455377964,0.16003555299514477,1.130055581898516,-0.15076979003204014,-0.19935660476346334,0.17813925010005896,0.9932636384852646
2,0.04917989146585988,0.1937356403898861,1.2134437478468107,-0.16894260915383752,-0.2101472771027318,0.22181347707876914,1.0886666193747627
3,0.047583491191057196,0.14608328751324548,1.091364815162748,-0.15182634928330743,-0.2001223944133469,0.16209360987825958,0.9546587113346303
4,0.046560100512098496,0.21412741301727736,1.2750872330971192,-0.13027254055745469,-0.1877305255334128,0.23645512378116107,1.1293878201623018
5,0.03967729653400368,0.21305416182636203,1.292469555013102,-0.16513899584927527,-0.2052392616193871,0.24347509137819828,1.1642722017254743
6,0.04141639180543677,0.08327662782088041,0.9393533899129394,-0.20697874219945997,-0.22939644421116873,0.10182217379512566,0.828774563384552
7,0.03968621497129308,0.12045404907418743,1.0435130949847728,-0.19810364448881473,-0.22393149080063598,0.14313969736625906,0.9293316945832859
8,0.04898368584549307,0.08572364053616736,0.9277428042316073,-0.22768730352429886,-0.2429021889454789,0.10959428077755974,0.8301740346605695
9,0.04452223759147049,0.103410820162452,0.9855943930021748,-0.26508950101916096,-0.2628823370833502,0.13912828731080923,0.908612693009073
10,0.07036786885615305,0.10130724782825795,0.9185147375773695,-0.21860089396340018,-0.2428673803250297,0.1256399209993591,0.8207532036317677
11,0.04937832669554904,0.08572364053616736,0.9268032192631761,-0.1560525862883766,-0.2030115099106349,0.09259593066759103,0.7901013693424047
12,0.05443731024796146,0.044983025329021466,0.8077779377265155,-0.14400781082392947,-0.19782502546369618,0.04215244922030923,0.6639782872720306
13,0.05287881333163873,0.010338476886274633,0.7199267431781713,-0.20824661330098074,-0.23301654073789105,0.016930708496668334,0.609091706495532
14,0.05676279277117263,0.04180620180391209,0.7944224085323824,-0.20211856964363045,-0.23061474592689257,0.052231116984626964,0.6825127483178256
15,0.05774382087300669,0.016434543650673705,0.7259669322609452,-0.16323718919699415,-0.20941629607329748,0.013370582072456599,0.5920932505087806
16,0.05629680442280146,0.00853541488553688,0.7082154876787933,-0.17802901871473623,-0.2171786184334809,0.00765432274344057,0.5816484161072828
17,0.05394233697839974,-0.04946307947152752,0.5604321947869264,-0.1943000311842525,-0.22556749596175088,-0.0562273823895982,0.4395508814228531
18,0.0598173575427923,-0.042336691563849733,0.5685193368366402,-0.2179669584126398,-0.24008269068908944,-0.04228773244690999,0.4619765552848925
19,0.05672043019404798,-0.048218108090065735,0.558687251274125,-0.2321248523796215,-0.24714884064028778,-0.0457977162454286,0.4589728120583179
20,0.04973506418712506,-0.03005869793977836,0.6194247081620176,-0.2547352203567415,-0.258183173322701,-0.01922212462807339,0.5315405177366984
21,0.07270895864462068,-0.043324082659491836,0.5432176559010209,-0.2581162099607968,-0.2646923853467113,-0.03391391395615844,0.46040641678009225
22,0.07189069202331819,-0.07565040852986156,0.46184288631365095,-0.2908695467500828,-0.28220112143268566,-0.06389920412064604,0.39480193403604363
23,0.07433434384061392,-0.09784524315799056,0.40127321245583536,-0.2919261060013501,-0.283210571425714,-0.08957222847552504,0.33418093437244833
24,0.07849479483611924,-0.10947928606751274,0.36550187044340804,-0.2925600415521105,-0.2842200214187423,-0.10301045216128202,0.29878455112292795
25,0.07949143020320974,-0.13274737188655708,0.3050999796156695,-0.2845301912424791,-0.2801126042057305,-0.13209317506329338,0.2333166021619055
26,0.07901875302687152,-0.12750990607489027,0.31902597111206477,-0.2722741039277785,-0.2734641576999231,-0.1288840470189335,0.24096249401136802
27,0.0833687208147766,-0.12660837507452138,0.31530118784435424,-0.25896145736181064,-0.26719860601905754,-0.13099003729804468,0.23102966129621813
28,0.07052394150871756,-0.1457981063680875,0.2840264310379918,-0.2722741039277785,-0.271932578400156,-0.15024480556420394,0.2038594384740212
29,0.07324183527266236,-0.16017967232635288,0.24359072078942237,-0.2925600415521105,-0.28334980590751097,-0.16222889310486033,0.17395853999130176
30,0.06858864061691766,-0.1840058487646732,0.1883229906820417,-0.2663573721206817,-0.2683472904938829,-0.1962757359504909,0.10299510626347834
31,0.08601080786176149,-0.16554592828092954,0.21399379428383056,-0.2515655426029396,-0.2637873612150307,-0.1782243907009666,0.12463571087311752
32,-0.4960666090962168,-0.4488842426825765,0.21627564349287837,-0.47365429721932406,-0.29682074202137193,-0.45646582067210645,0.15934942520750747
33,-0.4956563609809044,-0.4430028261563605,0.3039254984051301,-0.47619003942236554,-0.30545327989278664,-0.4489945694438311,0.2569710800711801
34,-0.49528624583339426,-0.44467709801418837,0.27510037383789265,-0.4704846194655222,-0.28724837139782733,-0.4523039827395772,0.2097986580356571
35,-0.49341560361194253,-0.4495281933971257,0.1869471698354099,-0.47682397497312595,-0.3092474195217552,-0.45646582067210645,0.14170243375138197
36,-0.49360289079501996,-0.4508160948262241,0.16875948937505744,-0.47724659867363284,-0.3104657212374791,-0.45786981419151385,0.12436264330706538
